0,0,0,15,0,0,1
0,1,0,0,0,0,1
0,0,0,0,0,0,-1
0,1,0,0,0,10,1
0,0,0,0,0,0,0
0,0,0,0,0,15,-1
2,2,1,0,0,10,0
0,3,0,0,0,10,0
0,0,0,0,0,0,0
1,1,0,0,0,10,1
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,1,0,0,0,10,1
0,0,0,0,0,5,0
0,0,0,0,0,0,0
0,1,1,0,0,10,1
0,0,0,0,0,0,-1
1,2,0,0,0,0,-1
1,0,0,0,0,0,1
0,0,0,0,0,0,1
0,0,0,0,0,15,-1
0,0,0,0,0,0,1
0,0,0,0,0,0,0
0,0,0,0,0,8,-2
0,0,0,0,0,0,2
0,0,0,0,0,5,1
0,0,0,0,0,0,-2
1,0,0,0,0,0,1
0,0,0,0,0,0,0
0,-1,0,0,0,0,-1
-1,-1,1,0,0,10,1
0,0,0,0,0,0,-1
0,0,0,0,0,0,0
-1,0,0,10,5,5,1
0,0,0,0,0,0,0
0,0,0,0,0,0,-1
0,0,0,25,30,0,1
0,0,0,15,-5,0,0
0,0,0,0,0,0,-1
0,0,0,5,5,0,1
0,0,0,0,5,0,0
0,0,0,0,0,0,-1
0,1,2,10,0,10,1
0,2,0,0,0,30,0
0,0,0,0,0,15,-1
0,0,0,0,0,35,1
0,0,0,0,0,0,0
-2,-2,0,0,0,0,-1
